Protein1,Protein2,Score,Experimental System Type
SIAH1,APC,952,physical
MCRS1,INO80E,952,physical
ALKAL1,LTK,952,physical
MAX,MXI1,952,physical
REV3L,POLE3,952,physical
PLXNA4,PLXNA1,952,physical
TRRAP,TADA2A,952,physical
MT-CO1,COX7A2,952,physical
MRPL24,MALSU1,952,physical
CXCL9,CXCR6,952,physical
DMD,SNTB1,952,physical
MT-CO3,COX7A2,952,physical
E2F2,E2F3,952,physical
CDC73,CTNNB1,952,physical
SF3B5,DDX46,952,physical
BNIP3,BCL2L1,952,physical
MKI67,NIFK,952,physical
CHTOP,THOC7,952,physical
MAP3K7,BCL10,952,physical
STRIP1,STRN,952,physical
COX7A2,MT-CO3,952,physical
COX7A2,COX7C,952,physical
COX7A2,MT-CO1,952,physical
RPL5,RPL26L1,952,physical
RPL7A,RPL10L,952,physical
SAR1A,SEC13,952,physical
SRC,ASAP1,952,physical
RPS4X,BYSL,952,physical
RBL1,RBL2,952,physical
PEF1,SEC31A,952,physical
MED18,POLR2A,952,physical
RPL10A,RPS12,952,physical
RPL10A,RPL14,952,physical
RPL10A,RPL21,952,physical
TLR4,TOLLIP,952,physical
POLE3,POLA1,952,physical
POLE3,REV3L,952,physical
POLE3,POLD1,952,physical
PHF1,JARID2,952,physical
BMS1,RPS16,952,physical
BMS1,UTP15,952,physical
C1QC,C1R,952,physical
PSMB8,PSMA8,952,physical
UPF3A,UPF3B,952,physical
DXO,XRN2,952,physical
MFAP2,FBN1,952,physical
HSPA1A,DNAJB1,952,physical
LSM2,PATL1,952,physical
LSM2,PPIH,952,physical
BCL2L1,BNIP3,952,physical
HLA-E,HLA-A,952,physical
BMI1,SCML2,952,physical
WAS,ACTR3,952,physical
XRN2,DXO,952,physical
STAM,UBB,952,physical
RPS16,BMS1,952,physical
RPS16,RPL22,952,physical
RPS16,RPL10,952,physical
GABRD,GABRB3,952,physical
POLA1,POLE3,952,physical
EIF1AX,EIF3E,952,physical
MLLT3,MLLT10,952,physical
POLR2B,NELFA,952,physical
GJB2,GJA3,952,physical
SEC13,SAR1A,952,physical
RFC4,HUS1,952,physical
SCN3B,SCN7A,952,physical
CD79B,VPREB1,952,physical
VTI1A,VTI1B,952,physical
PDGFD,PDGFRA,952,physical
PLXNA1,PLXNA4,952,physical
MRPL19,MRPL38,952,physical
CCT4,PFDN6,952,physical
PFDN6,CCT8,952,physical
PFDN6,CCT4,952,physical
PFDN6,CCT6A,952,physical
SEC31A,PEF1,952,physical
PPP1CB,PPP1R3A,952,physical
PPP1CB,PPP1R3C,952,physical
SNTB1,DMD,952,physical
RPS29,RPL28,952,physical
ITGB1,ITGB5,952,physical
RPL14,RPL10A,952,physical
RPL14,RPL10,952,physical
HLA-A,HLA-E,952,physical
DDX17,TP53,952,physical
EAF1,ICE1,952,physical
ITGA4,ICAM1,952,physical
CHMP7,CHMP4C,952,physical
KDM1A,CBX3,952,physical
CUL4B,CUL1,952,physical
CUL4B,DCAF13,952,physical
VPREB1,CD79B,952,physical
SUN2,SYNE4,952,physical
POLR2F,MED14,952,physical
PYM1,UPF3B,952,physical
PRPF40A,SNRNP70,952,physical
RPL31,RPL10,952,physical
RPL31,RPS10,952,physical
DYSF,TRIM72,952,physical
ACE2,AGTR1,952,physical
RPSA,RPL10,952,physical
RPSA,RPL22,952,physical
CYLD,RNF31,952,physical
RPS18,RPL28,952,physical
CXCR6,CXCL9,952,physical
AGTR1,ACE2,952,physical
GNA13,GNG2,952,physical
CAPZB,DCTN5,952,physical
COPG2,COPG1,952,physical
COPG2,COPE,952,physical
NOP14,KRR1,952,physical
RFC5,HUS1,952,physical
SNRPB,PPIH,952,physical
RPL10,RPS16,952,physical
RPL10,RPS23,952,physical
RPL10,RPL27A,952,physical
RPL10,RPL18,952,physical
RPL10,RPL31,952,physical
RPL10,RPL14,952,physical
RPL10,RPSA,952,physical
RPL10,RPL11,952,physical
CUL2,APPBP2,952,physical
HJURP,HIST1H4G,952,physical
RPS24,RPLP2,952,physical
POLR2H,MED6,952,physical
DDX46,SF3B5,952,physical
DDX46,SNRPD1,952,physical
MRPL47,MRM3,952,physical
PSMD6,PSMB6,952,physical
BRCA1,TOPBP1,952,physical
BRAF,MAP2K2,952,physical
MALSU1,MRPL32,952,physical
MALSU1,MRPL24,952,physical
FLNB,PXN,952,physical
RPL23,RPLP2,952,physical
WDR36,RPS7,952,physical
COX7C,COX7A2,952,physical
COX7C,COX7A1,952,physical
RACK1,EIF3C,952,physical
RPL26L1,RPL5,952,physical
ASAP1,SRC,952,physical
ENY2,TAF12,952,physical
RPLP2,RPS24,952,physical
RPLP2,RPL23,952,physical
IGLL5,IGHV3-72,952,physical
IGLL5,IGHV3-16,952,physical
FAU,RPL18,952,physical
CHMP1B,CHMP6,952,physical
TRAF6,TNFRSF11A,952,physical
H2AX,H2BC11,952,physical
KMT2A,SENP3,952,physical
HSPA8,PRPF19,952,physical
ANAPC15,BUB1B,952,physical
TUBA1A,CLIP1,952,physical
NUP153,SENP2,952,physical
C1R,C1QC,952,physical
OTUB1,RPS27A,952,physical
NELFA,POLR2B,952,physical
RPL18,FAU,952,physical
RPL18,RPL10,952,physical
RPL18,RPL10L,952,physical
VTI1B,VTI1A,952,physical
IGKV2-28,IGHV3-16,952,physical
IGKV2-28,IGHV3-43D,952,physical
IGKV2-28,IGHV3-72,952,physical
RPL28,RPS29,952,physical
RPL28,RPS2,952,physical
RPL28,RPL9P9,952,physical
RPL28,RPS18,952,physical
ITGB3,ITGA1,952,physical
TAF1C,TBP,952,physical
INO80E,MCRS1,952,physical
ACTG1,VASP,952,physical
NDUFAB1,NDUFA4,952,physical
POLR2A,MED18,952,physical
POLR2A,MED21,952,physical
RPL26,RPS19,952,physical
RPL36,RSL24D1,952,physical
RPL27,RPS28,952,physical
TNFRSF11A,TRAF6,952,physical
RPS15,RPL35,952,physical
ELANE,CAMP,952,physical
COPE,COPG2,952,physical
TRAPPC5,TRAPPC11,952,physical
RPS19,RPL26,952,physical
RPS19,RPL22,952,physical
POLD1,POLE3,952,physical
RPS28,RPL27,952,physical
SNRNP70,PRPF40A,952,physical
H2BC11,H2AX,952,physical
HIST1H4G,HAT1,952,physical
HIST1H4G,HJURP,952,physical
IGHV4-38-2,IGHV3-43D,952,physical
POLR2E,GTF2E2,952,physical
IGHV3-16,IGKV1-33,952,physical
IGHV3-16,IGLL5,952,physical
IGHV3-16,IGHV3-43D,952,physical
IGHV3-16,IGKV2D-29,952,physical
IGHV3-16,IGKV2-28,952,physical
UBB,USP14,952,physical
UBB,STAM,952,physical
UBB,REV1,952,physical
UBB,STAM2,952,physical
UBB,USP7,952,physical
UBB,USP30,952,physical
IGKV1-33,IGHV3-16,952,physical
CLIP1,TUBA1A,952,physical
IGHV3-15,IGHV3-43D,952,physical
IGHV3-72,IGKV2-28,952,physical
IGHV3-72,IGLL5,952,physical
IGHV3-72,IGKV2D-29,952,physical
TADA2A,TRRAP,952,physical
IGHV3-43D,IGHV4-38-2,952,physical
IGHV3-43D,IGKV2-28,952,physical
IGHV3-43D,IGHV3-15,952,physical
IGHV3-43D,IGHV3-16,952,physical
RPS10,RPL31,952,physical
MED6,POLR2H,952,physical
MED6,POLR2I,952,physical
WASF2,WASF3,952,physical
IGKV2D-29,IGHV3-16,952,physical
IGKV2D-29,IGHV3-72,952,physical
BTK,MYD88,952,physical
EXOC5,ARF6,952,physical
PPIL2,BSG,952,physical
RPL9P9,RPL28,952,physical
RPS7,RRP9,952,physical
RPS7,WDR36,952,physical
RPS7,IMP3,952,physical
RPS7,WDR3,952,physical
RPS7,IMP4,952,physical
RPS7,RPLP1,952,physical
AP3D1,AP3B1,952,physical
CTNNB1,CDC73,952,physical
SCN7A,SCN3B,952,physical
RPL11,RPL10,952,physical
CTLA4,LOC102723996,952,physical
BCL10,MAP3K7,952,physical
MYD88,BTK,952,physical
LHFPL5,CIB2,952,physical
FAS,CFLAR,952,physical
LARS2,QARS1,952,physical
ENC1,CUL3,952,physical
CARD8,CASP9,952,physical
H3-2,KAT2B,952,physical
FKBP4,PTGES3,951,physical
VAMP3,SNAP29,951,physical
PSMC4,PSMB6,951,physical
TNFRSF1A,BIRC3,951,physical
PSMD5,PSMD8,951,physical
VCL,FN1,951,physical
PSMD8,PSMD5,951,physical
PSMD8,PSMB4,951,physical
SNAP29,VAMP3,951,physical
MYH9,ACTB,951,physical
EIF3D,EIF1AX,951,physical
RBX1,RPS27A,951,physical
RBX1,GAN,951,physical
RBX1,KLHDC3,951,physical
RBX1,UBC,951,physical
RBX1,FBXW5,951,physical
RBX1,UBB,951,physical
PAPOLA,PABPN1,951,physical
PABPN1,PAPOLA,951,physical
PSMD10,PSMD11,951,physical
PSMD10,PSMD13,951,physical
PSMD10,PSMC2,951,physical
STAG2,REC8,951,physical
CCL17,ACKR4,951,physical
PSMD7,PSMB6,951,physical
FBL,UTP20,951,physical
SEC61B,DDOST,951,physical
C5,C5AR2,951,physical
RPL19,RSL24D1,951,physical
SUPT4H1,TCEA1,951,physical
CCL1,CCR5,951,physical
IL2,IL7,951,physical
ITFG2,BMT2,951,physical
SNX3,VPS29,951,physical
BYSL,RPS9,951,physical
BYSL,RPS11,951,physical
BYSL,RPS24,951,physical
BYSL,RPS3A,951,physical
BYSL,RPS7,951,physical
BYSL,RPS18,951,physical
TBP,DR1,951,physical
APOB,APOA2,951,physical
ORC2,MCM2,951,physical
ACVR2A,TDGF1,951,physical
PDE1B,PDE1C,951,physical
SNRPA,SNRNP200,951,physical
ACTR5,ACTL6A,951,physical
H4C9,DNMT3A,951,physical
NUP85,NUP62,951,physical
RAC2,NOXO1,951,physical
SMO,IHH,951,physical
ACKR4,CCL17,951,physical
MED17,POLR2G,951,physical
NCAN,NCAM1,951,physical
MRPL34,MRPL10,951,physical
TAF4,TAF5L,951,physical
TRIM28,CHD3,951,physical
ACTR10,DYNC1I2,951,physical
COQ3,COQ5,951,physical
NAT10,UTP4,951,physical
TAF5L,TAF4,951,physical
RPL35,RPL10,951,physical
RPL35,RPL10A,951,physical
RSL24D1,RPL13,951,physical
RSL24D1,RPL19,951,physical
TOPBP1,MDC1,951,physical
B9D1,CEP290,951,physical
NDC80,KNL1,951,physical
UTP20,FBL,951,physical
PSMD11,PSMD10,951,physical
TIPIN,CDC45,951,physical
LOXL1,FBLN5,951,physical
MARS1,LARS2,951,physical
ATP5F1B,ATP6V1B2,951,physical
MYOM2,ALB,951,physical
SMAD2,FOXO1,951,physical
SMAD2,LEMD3,951,physical
ELOB,KLHDC3,951,physical
SMURF2,SMAD3,951,physical
TYROBP,SIGLEC15,951,physical
EPC1,EP400,951,physical
IL1B,CSF2,951,physical
BIRC3,TNFRSF1A,951,physical
KAT2B,HTT,951,physical
IL7,IL2,951,physical
TAF12,TADA2B,951,physical
GPC1,SDC2,951,physical
DNMT3A,H4C9,951,physical
ICAM1,VCAM1,951,physical
MRPL3,MRPL16,951,physical
MCM2,ORC2,951,physical
LEF1,SMAD3,951,physical
SEMA3C,NRP2,951,physical
CREM,CREB1,951,physical
POLA2,REV3L,951,physical
CPSF6,CSTF2,951,physical
IGFBP4,IGFBP1,951,physical
PSMB6,PSMC3,951,physical
PSMB6,PSMC4,951,physical
PSMB6,PSMD7,951,physical
RPS11,BYSL,951,physical
RPS11,RPL10A,951,physical
LEFTY1,LEFTY2,951,physical
RPS27A,RBX1,951,physical
MRPS5,MRPL4,951,physical
DYNC1LI1,PCNT,951,physical
GABRB2,GABRB3,951,physical
IGFBP1,IGFBP4,951,physical
ATP6V1B2,ATP5F1B,951,physical
RPS3,RPL10A,951,physical
MTA2,MTA3,951,physical
MRPL49,MRPL10,951,physical
DCP1B,EDC4,951,physical
MARS2,LARS1,951,physical
MARS2,LARS2,951,physical
MED21,POLR2H,951,physical
MED21,POLR2F,951,physical
LY96,CD14,951,physical
ATAD2,ESR1,951,physical
COQ5,COQ3,951,physical
MRPL10,MRPL49,951,physical
MRPL10,MRPL33,951,physical
MRPL10,MRPL41,951,physical
MRPL10,MRPL43,951,physical
MRPL10,MRPL22,951,physical
MRPL10,MRPL34,951,physical
PSMB4,PSMD8,951,physical
ATP6V0D1,ATP6V0E1,951,physical
AGRP,MC4R,951,physical
CALM1,ORAI1,951,physical
CCR5,CCL1,951,physical
CCR5,CXCL11,951,physical
CXCL16,CXCR3,951,physical
VCAM1,ICAM1,951,physical
IHH,SMO,951,physical
ALB,MYOM2,951,physical
MRPL33,MRPL10,951,physical
TDGF1,ACVR2A,951,physical
RHO,GRK1,951,physical
UBXN7,NPLOC4,951,physical
CSF2,IL1B,951,physical
BMT2,ITFG2,951,physical
RPL10L,PA2G4,951,physical
RPL10L,RPL24,951,physical
RPL10L,RPL11,951,physical
TAF10,TADA2A,951,physical
TAF10,TADA2B,951,physical
MC4R,AGRP,951,physical
MRPL16,MRPL3,951,physical
MAP1A,DLG4,951,physical
NOD2,NLRP1,951,physical
DDB1,CDK12,951,physical
POLR2G,MED17,951,physical
PA2G4,RPL10L,951,physical
SOCS5,IL4R,951,physical
ADRB2,ADRB1,951,physical
UQCRFS1,NDUFA13,951,physical
UQCRFS1,NDUFA12,951,physical
UQCRFS1,NDUFS5,951,physical
ADH1B,ADH1C,951,physical
CXCL11,CCR5,951,physical
MRPL4,MRPS5,951,physical
SDC2,GPC1,951,physical
RPL13,RSL24D1,951,physical
TADA2B,TAF12,951,physical
TADA2B,TAF10,951,physical
TADA2B,SUPT7L,951,physical
MRPL38,MRPL35,951,physical
LEMD3,SMAD2,951,physical
GABRB3,GABRB2,951,physical
RPL15,RPLP1,951,physical
KLHL3,KEAP1,951,physical
FBXW5,RBX1,951,physical
UBA6,UBD,951,physical
BICRAL,SMARCA4,951,physical
KLHDC3,ELOB,951,physical
KLHDC3,RBX1,951,physical
SYNE4,SUN1,951,physical
SNRNP200,SNRPA,951,physical
RABGGTB,FBXL2,951,physical
RUVBL1,MEAF6,951,physical
SF3B2,XAB2,951,physical
OSBPL1A,MOSPD2,951,physical
H2BC8,H2AFJ,951,physical
GADD45GIP1,MRPL30,951,physical
UBE2O,NAP1L1,951,physical
FBN1,FBLN2,951,physical
PPP1CA,TOX4,951,physical
UTP4,NAT10,951,physical
NDUFA12,UQCRFS1,951,physical
NPLOC4,UBXN7,951,physical
UQCR10,NDUFA11,951,physical
SMAD3,SMURF2,951,physical
SMAD3,LEF1,951,physical
HIST2H3D,NSD2,951,physical
GRK1,RHO,951,physical
SF3B1,PLRG1,951,physical
KNL1,NDC80,951,physical
SUPT7L,TADA2B,951,physical
CENPA,HIST1H2AC,951,physical
MRPL30,GADD45GIP1,951,physical
MRPL30,MRPL47,951,physical
MRPL35,MRPL38,951,physical
RERE,HDAC2,951,physical
RPL7,RPL22,951,physical
RPL7,RPS3A,951,physical
MRPL43,MRPL10,951,physical
H2AC7,HIST1H2BB,951,physical
SNRPD2,DDX46,951,physical
USP1,UBA52,951,physical
SMARCA4,BICRAL,951,physical
FBLN5,LOXL1,951,physical
RBPJ,SNW1,951,physical
RPL3,RPS8,951,physical
ANXA2,AHNAK2,951,physical
RPLP1,RPL18,951,physical
RPLP1,RPL31,951,physical
RPLP1,RPL15,951,physical
RPS3A,RPL7,951,physical
RPS3A,BYSL,951,physical
RPL22,RPL7,951,physical
FN1,VCL,951,physical
HTT,KAT2B,951,physical
BLM,EXO1,951,physical
DYNC1H1,PAFAH1B1,951,physical
ANAPC11,CUL7,951,physical
PRIM1,POLD1,951,physical
XAB2,SF3B2,951,physical
REV3L,PRIM2,951,physical
REV3L,POLA2,951,physical
EDC4,DCP1B,951,physical
H3C8,H2AX,951,physical
PCNT,DYNC1LI1,951,physical
AHNAK2,ANXA2,951,physical
NRP2,SEMA3C,951,physical
EIF3B,EIF1AX,951,physical
MRPL21,MRPL23,951,physical
DRD2,NCS1,951,physical
EXO1,BLM,951,physical
ACTA1,CFL1,951,physical
LEFTY2,LEFTY1,951,physical
APOA2,APOB,951,physical
APOA2,APOC2,951,physical
NDUFS2,NDUFAF4,951,physical
ZUP1,UBA52,951,physical
NDUFAF4,NDUFS2,951,physical
ADRB1,ADRB2,951,physical
RNGTT,SUPT5H,951,physical
FLNA,FLNB,951,physical
DR1,TBP,951,physical
CHUK,MAP3K14,951,physical
JUN,GDNF,951,physical
JUN,HMGA1,951,physical
MRPL41,MRPL10,951,physical
HSP90AB1,FKBPL,951,physical
RPL7A,RPS14,951,physical
NCS1,DRD2,951,physical
SDC4,GIPC1,951,physical
MRPS16,MRPL2,951,physical
NDUFS5,UQCRFS1,951,physical
MEAF6,RUVBL1,951,physical
CDK9,CCNH,951,physical
HDAC1,BAZ2A,951,physical
SRC,DOCK1,951,physical
RPS4X,RPL9P9,951,physical
CXCR3,CXCL16,951,physical
RPL10A,RPS3,951,physical
RPL10A,RPL35,951,physical
RPL10A,RPS11,951,physical
MED12,MED19,951,physical
FKBPL,HSP90AB1,951,physical
HLA-C,TAPBP,951,physical
MDC1,TOPBP1,951,physical
UBD,UBA6,951,physical
HIST1H2AC,CENPA,951,physical
PCNA,UBC,951,physical
KBTBD7,KBTBD6,951,physical
KBTBD6,KBTBD7,951,physical
FOXO1,SMAD2,951,physical
EIF1AX,EIF3D,951,physical
EIF1AX,EIF3B,951,physical
CHD3,TRIM28,951,physical
MOSPD2,OSBPL1A,951,physical
NOP56,RPS13,951,physical
TNNT3,TNNI2,951,physical
TNNI2,TNNT3,951,physical
NSD2,HIST2H3D,951,physical
MRPL2,MRPS16,951,physical
SIGLEC15,TYROBP,951,physical
EP400,EPC1,951,physical
RPS9,BYSL,951,physical
RPL13A,RPL10,951,physical
GIPC1,SDC4,951,physical
MKS1,CC2D2A,951,physical
KEAP1,KLHL3,951,physical
RPL24,RPL10L,951,physical
LARS1,MARS2,951,physical
IL4R,SOCS5,951,physical
GTF2A2,POLR2A,951,physical
PDE1C,PDE1B,951,physical
PDE1C,PDE1A,951,physical
RPL14,RPLP2,951,physical
RPS8,RPL3,951,physical
DYNC1I2,ACTR10,951,physical
PAFAH1B1,DYNC1H1,951,physical
NOXO1,RAC2,951,physical
MRPL23,MRPL21,951,physical
SUN1,SYNE4,951,physical
FBLN2,FBN1,951,physical
CD14,LY96,951,physical
POLR2F,MED21,951,physical
MTA3,MTA2,951,physical
RPS14,RPL7A,951,physical
RPS14,RPL31,951,physical
RPL31,RPLP1,951,physical
RPL31,RPS14,951,physical
CREB1,CREM,951,physical
CSTF2,CPSF6,951,physical
UBA52,ZUP1,951,physical
UBA52,USP1,951,physical
AP1M1,ARF1,951,physical
NDUFA11,UQCR10,951,physical
PSMC2,PSMD10,951,physical
CYLD,TRAF6,951,physical
RPS18,BYSL,951,physical
SNRPG,PRKRIP1,951,physical
SNRPG,CLNS1A,951,physical
PSMD13,PSMD10,951,physical
ACTL6A,ACTR5,951,physical
CDK12,DDB1,951,physical
DDOST,SEC61B,951,physical
HMGA1,JUN,951,physical
GINS3,TIMELESS,951,physical
CC2D2A,MKS1,951,physical
TAPBP,HLA-C,951,physical
ESR1,ATAD2,951,physical
CDC45,TIPIN,951,physical
GDNF,JUN,951,physical
PDE1A,PDE1C,951,physical
RPL10,RPL9P9,951,physical
RPL10,RPL13A,951,physical
RPL10,RPL35,951,physical
RPS24,BYSL,951,physical
POLR2H,MED21,951,physical
DDX46,SNRPD2,951,physical
FBXL2,RABGGTB,951,physical
MRPL47,MRPL30,951,physical
MCM10,RECQL4,951,physical
PRKRIP1,SNRPG,951,physical
FLNB,FLNA,951,physical
NDUFA13,UQCRFS1,951,physical
PLRG1,SF3B1,951,physical
ADH1C,ADH1B,951,physical
RPL26L1,RPS15,951,physical
TCEA1,SUPT4H1,951,physical
ATP6V0E1,ATP6V0D1,951,physical
HDAC2,RERE,951,physical
MRPL22,MRPL10,951,physical
RPLP2,RPL14,951,physical
CFL1,ACTA1,951,physical
TRAF6,CYLD,951,physical
CLNS1A,SNRPG,951,physical
H2AX,H3C8,951,physical
RPS13,NOP56,951,physical
HIF1A,MYC,951,physical
H2AFJ,H2BC14,951,physical
H2AFJ,H2BC15,951,physical
H2AFJ,HIST1H2BB,951,physical
H2AFJ,H2BC8,951,physical
CUL7,ANAPC11,951,physical
ARF1,AP1M1,951,physical
UBC,PCNA,951,physical
UBC,RBX1,951,physical
BAZ2A,HDAC1,951,physical
RPL18,RPLP1,951,physical
CEP290,B9D1,951,physical
TIMELESS,GINS3,951,physical
SNW1,RBPJ,951,physical
NLRP1,NOD2,951,physical
POLR2A,GTF2A2,951,physical
RPS15,RPL26L1,951,physical
APOC2,APOA2,951,physical
SUPT5H,RNGTT,951,physical
NUP62,NUP85,951,physical
POLD1,PRIM1,951,physical
C5AR2,C5,951,physical
NAP1L1,UBE2O,951,physical
TOX4,PPP1CA,951,physical
H2BC14,H2AFJ,951,physical
UBB,RBX1,951,physical
MYC,HIF1A,951,physical
NCAM1,NCAN,951,physical
VPS29,SNX3,951,physical
PSMC3,PSMB6,951,physical
TADA2A,TAF10,951,physical
PTGES3,FKBP4,951,physical
RECQL4,MCM10,951,physical
REC8,STAG2,951,physical
ORAI1,CALM1,951,physical
MAP3K14,CHUK,951,physical
HIST1H2BB,H2AC7,951,physical
HIST1H2BB,H2AFJ,951,physical
H2BC15,H2AFJ,951,physical
PRIM2,REV3L,951,physical
DOCK1,SRC,951,physical
RPL9P9,RPS4X,951,physical
RPL9P9,RPL10,951,physical
ACTB,MYH9,951,physical
RPS7,BYSL,951,physical
RPL11,RPL10L,951,physical
GAN,RBX1,951,physical
DLG4,MAP1A,951,physical
CCNH,CDK9,951,physical
MED19,MED12,951,physical
LARS2,MARS1,951,physical
LARS2,MARS2,951,physical
CD4,FYN,950,physical
GABARAPL2,TBC1D25,950,physical
GABARAPL2,SIRT1,950,physical
TRIP13,MAD2L2,950,physical
TRIP13,CDC20,950,physical
ITGB4,DST,950,physical
VCL,CTNNA3,950,physical
SIRT1,TP53,950,physical
SIRT1,GABARAPL2,950,physical
PSMD8,PSMB5,950,physical
MCM5,ORC1,950,physical
EIF3D,EIF2S2,950,physical
EIF3D,EIF1,950,physical
POLE2,REV3L,950,physical
CSTF1,BARD1,950,physical
CHMP4B,CHMP4C,950,physical
CCL17,CCR3,950,physical
EIF3E,EIF2S2,950,physical
EIF3E,EIF1,950,physical
DCTN6,CAPZA1,950,physical
SGTA,BAG6,950,physical
POLR2I,MED31,950,physical
POLR2I,MED14,950,physical
POLR2I,MED7,950,physical
LAMB1,ITGB1,950,physical
CYP3A5,CYP3A7,950,physical
PSMA2,PSMA8,950,physical
MRPL32,MRRF,950,physical
MRPL32,MRPL10,950,physical
MED31,POLR2H,950,physical
MED31,POLR2K,950,physical
MED31,POLR2I,950,physical
MRPL27,MRRF,950,physical
MRPL27,TUFM,950,physical
MRPL27,MRPS12,950,physical
MRPL27,MRPL10,950,physical
KRR1,RPS8,950,physical
USP5,UBB,950,physical
IL4,CXCL8,950,physical
NDUFS7,NDUFA4,950,physical
PCGF1,CBX8,950,physical
IGFBP2,INS,950,physical
MAD2L2,TRIP13,950,physical
SYF2,YJU2,950,physical
H4C9,POLR2D,950,physical
H4C9,MSL3,950,physical
MRPS7,METTL17,950,physical
INSIG2,INSIG1,950,physical
MYOD1,TCF3,950,physical
TAF4,TAF6L,950,physical
VPS25,MVB12A,950,physical
H3-3B,KAT6B,950,physical
H3-3B,HAT1,950,physical
SNAP25,EXOC3,950,physical
SNAP25,STX12,950,physical
BHMT2,BHMT,950,physical
MED10,MED13,950,physical
MBD2,GATAD2B,950,physical
CDK7,POLR2A,950,physical
DDB2,DTL,950,physical
APC,KHDRBS1,950,physical
NAT10,EMG1,950,physical
MDM2,E2F1,950,physical
MRPL44,MRPL10,950,physical
MRPS9,MRRF,950,physical
MRPS9,TUFM,950,physical
MRPS9,MRPL11,950,physical
IL1RN,IL1R2,950,physical
UGGT1,SELENOF,950,physical
PSMB7,PSMD6,950,physical
PSMB7,PSMD11,950,physical
KIF11,TUBA1B,950,physical
BARD1,CSTF1,950,physical
ITGAV,ITGA2,950,physical
USP14,PSMB3,950,physical
PSMD11,PSMB7,950,physical
PSMB1,PSME4,950,physical
RGS9,RGS9BP,950,physical
RPL8,RPL26,950,physical
TYROBP,OSCAR,950,physical
PRDX1,SRXN1,950,physical
YJU2,SYF2,950,physical
TCF3,MYOD1,950,physical
CAPZA1,DCTN6,950,physical
EP300,FOXO3,950,physical
PIK3CA,IRS1,950,physical
TAF12,SF3B5,950,physical
HAT1,H3-3B,950,physical
ARID4B,ING1,950,physical
NOP58,DKC1,950,physical
KLF1,RPS27A,950,physical
PPARGC1A,NR5A2,950,physical
PPARGC1A,NR1H4,950,physical
MRPL3,MRPS12,950,physical
DUOXA1,DUOX1,950,physical
PRPSAP2,PRPSAP1,950,physical
TP53,SIRT1,950,physical
CBX8,PCGF1,950,physical
RPS27A,TNFAIP3,950,physical
RPS27A,KLF1,950,physical
POLR2D,H4C9,950,physical
BHMT,BHMT2,950,physical
RSPO2,LGR4,950,physical
NTRK2,GRB2,950,physical
ATM,XRCC6,950,physical
MRPL49,MRPL30,950,physical
ARID5B,PHF2,950,physical
SLC25A4,VDAC1,950,physical
ITGA1,ITGA10,950,physical
MED21,POLR2L,950,physical
DISP1,SHH,950,physical
PPP1R3A,PPP1CA,950,physical
MED7,POLR2I,950,physical
MED7,POLR2H,950,physical
KAT6B,H3F3C,950,physical
KAT6B,H3-3B,950,physical
FANCD2,RAD51,950,physical
MRPL17,MRPS12,950,physical
MRPL17,MRPL30,950,physical
MRPL17,MRRF,950,physical
MRPL10,MRPL32,950,physical
MRPL10,MRPL27,950,physical
MRPL10,MRPL44,950,physical
PSMB4,PSME4,950,physical
CALM1,FKBP1B,950,physical
LRWD1,ORC1,950,physical
TAF6L,TAF4,950,physical
STX5,VTI1B,950,physical
ALB,HP,950,physical
CXCL3,CXCL5,950,physical
CXCL5,CXCL3,950,physical
LSM6,PPIH,950,physical
ITGA2,ITGAV,950,physical
RPS23,RPL3,950,physical
SAP30L,HDAC1,950,physical
SHH,DISP1,950,physical
CHMP4C,CHMP4B,950,physical
TSC1,STIP1,950,physical
TSC1,USP6,950,physical
PLK1,ERCC6L,950,physical
KMT2D,DPY30,950,physical
ATP5PD,ATP5MC1,950,physical
SDHAF2,SDHD,950,physical
PRL,LEP,950,physical
ZRSR2,SNRPB,950,physical
IRS1,PIK3CA,950,physical
UQCRFS1,NDUFA11,950,physical
CXCL8,IL4,950,physical
MRPL13,MRPS12,950,physical
PPIH,LSM6,950,physical
MRPL4,MRPL1,950,physical
MRPL4,MRPS12,950,physical
MCM7,TIMELESS,950,physical
WDR48,UBB,950,physical
DST,ITGB4,950,physical
MRPL11,MRPS15,950,physical
MRPL11,MRPL24,950,physical
MRPL11,MRPS16,950,physical
MRPL11,MRPL43,950,physical
MRPL11,MRPS9,950,physical
MRPL11,MRPS14,950,physical
MRPL11,DAP3,950,physical
RPL15,RPS14,950,physical
UQCRH,NDUFA12,950,physical
PSMC5,PSMA7,950,physical
PSMA8,PSMA2,950,physical
REST,SIN3B,950,physical
CTBP2,HDAC1,950,physical
MSL3,H4C9,950,physical
MRPL46,MRPS12,950,physical
AP1G2,AP1S1,950,physical
LEP,PRL,950,physical
PABPC1,G3BP1,950,physical
HNRNPD,DNMT1,950,physical
KHDRBS1,APC,950,physical
MRPL1,MRPL4,950,physical
DUOX1,DUOXA1,950,physical
RPS15A,RPL27,950,physical
RPS15A,UBA52,950,physical
PRMT5,SMARCA4,950,physical
ING3,MBTD1,950,physical
WIPF2,WAS,950,physical
MICU3,MCUR1,950,physical
TUFM,MRPL21,950,physical
TUFM,MRPS6,950,physical
TUFM,MRPL20,950,physical
TUFM,MRPS9,950,physical
TUFM,MRPS16,950,physical
TUFM,MRPL27,950,physical
